index,PredicMistral,PredicLLAMA,PredicGemma
1173,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}"
1174,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1175,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1176,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1177,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}"
1178,"{'sentiment': 'NEGATIVE', 'confidence': 0.98}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1179,"{'sentiment': 'MIXED', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'Negative', 'confidence': 0.8}"
1180,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.85}"
1181,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1182,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.85}"
1183,"{'sentiment': 'POSITIVE', 'confidence': 0.92}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1184,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1185,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1186,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1187,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1188,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1189,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1190,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1191,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1192,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1193,"{'sentiment': 'NEUTRAL', 'confidence': 0.97}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1194,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1195,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1196,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1197,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1198,"{'sentiment': 'NEUTRAL', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.95}"
1199,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1200,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.97}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1201,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1202,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1203,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1204,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1205,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1206,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1207,"{'sentiment': 'NEGATIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1208,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1209,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1210,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.95}"
1211,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1212,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1213,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1214,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1215,"{'sentiment': 'POSITIVE', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1216,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1217,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1218,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}"
1219,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1220,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1221,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1222,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1223,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1224,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'negative', 'confidence': 0.8}"
1225,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1226,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1227,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1228,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1229,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1230,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1231,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1232,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.67}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1233,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1234,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1235,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1236,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1237,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
1238,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1239,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1240,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1241,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1242,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1243,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1244,"{'sentiment': 'NEUTRAL', 'confidence': 0.9}","{'sentiment': 'NEUTRAL', 'confidence': 0.3}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1245,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'Neutral', 'confidence': 0.5}"
1246,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1247,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1248,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1249,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1250,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1251,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1252,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1253,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1254,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'Neutral', 'confidence': 0.5}"
1255,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1256,"{'sentiment': 'NEUTRAL', 'confidence': 0.85}","{'sentiment': 'NEUTRAL', 'confidence': 0.2}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1257,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1258,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1259,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1260,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1261,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1262,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1263,"{'sentiment': 'NEGATIVE', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1264,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1265,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
1266,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1267,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1268,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1269,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1270,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1271,"{'sentiment': 'NEUTRAL', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1272,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1273,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.95}"
1274,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1275,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1276,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1277,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
1278,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1279,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1280,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1281,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.85}"
1282,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
1283,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1284,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.97}"
1285,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1286,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1287,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1288,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1289,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1290,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1291,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1292,"{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1293,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1294,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1295,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1296,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1.0}"
1297,"{'sentiment': 'NEUTRAL', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
1298,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1299,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1300,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1301,"{'sentiment': 'NEUTRAL', 'confidence': 0.65}","{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1302,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1303,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1304,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1305,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.85}"
1306,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1307,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1308,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1309,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1310,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1311,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1312,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
1313,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1314,"{'sentiment': 'POSITIVE', 'confidence': 0.94}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1315,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1316,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1317,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1318,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1319,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.85}"
1320,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1321,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1322,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1323,"{'sentiment': 'NEGATIVE', 'confidence': 0.98}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1324,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1325,"{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1326,"{'sentiment': 'NEUTRAL', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1327,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
