index,PredicMistral,PredicLLAMA,PredicGemma
1375,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1376,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1377,"{'sentiment': 'NEUTRAL', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1378,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1379,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
1380,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1381,"{'sentiment': 'NEGATIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1382,"{'sentiment': 'POSITIVE', 'confidence': 0.98}","{'sentiment': 'POSITIVE', 'confidence': 0.97}","{'sentiment': 'POSITIVE', 'confidence': 0.9}"
1383,"{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1384,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1385,"{'sentiment': 'NEUTRAL', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1386,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1387,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1388,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1389,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}"
1390,"{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1391,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1392,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1393,"{'sentiment': 'MIXED', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1394,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.67}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1395,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1396,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1397,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1398,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}"
1399,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1400,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1401,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1402,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1403,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1404,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1405,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.96}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1406,"{'sentiment': 'POSITIVE', 'confidence': 0.82}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1407,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1408,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1409,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1410,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1411,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1412,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1413,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1414,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1415,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1416,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1417,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1418,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1419,"{'sentiment': 'NEUTRAL', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1420,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1421,"{'sentiment': 'POSITIVE', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1422,"{'sentiment': 'NEUTRAL', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
1423,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1424,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1425,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
1426,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1427,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1428,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1429,"{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1430,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1431,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1432,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1433,"{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1434,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1435,"{'sentiment': 'NEUTRAL', 'confidence': 0.2}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1436,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1437,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.85}"
1438,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1439,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1440,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1441,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1442,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1443,"{'sentiment': 'POSITIVE', 'confidence': '0.99'}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1444,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1445,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1446,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1447,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1448,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1449,"{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.4}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1450,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1451,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1452,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1453,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1454,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1455,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1456,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1457,"{'sentiment': 'NEGATIVE', 'confidence': 0.92}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1458,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1459,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1460,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1461,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'Neutral', 'confidence': 0.5}"
1462,"{'sentiment': 'MIXED', 'confidence': 0.85}","{'sentiment': 'NEUTRAL', 'confidence': 0.2}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1463,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1464,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1465,"{'sentiment': 'NEGATIVE', 'confidence': 0.85}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1466,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1467,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1468,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1469,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1470,"{'sentiment': 'NEUTRAL', 'confidence': 1}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1471,"{'sentiment': 'NEGATIVE', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1472,"{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1473,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
1474,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1475,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1476,"{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1477,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1478,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1479,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1480,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1481,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1482,"{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1483,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1484,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1485,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1486,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1487,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
1488,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1489,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1490,"{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1491,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1492,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1493,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1494,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.85}"
1495,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1496,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1497,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1498,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.3}"
1499,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1500,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1501,"{'sentiment': 'NEGATIVE', 'confidence': 0.75}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1502,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1503,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1504,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1505,"{'sentiment': 'POSITIVE', 'confidence': 0.85}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1506,"{'sentiment': 'NEGATIVE', 'confidence': 0.98}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1507,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.2}"
1508,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1509,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1510,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1511,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1512,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
1513,"{'sentiment': 'POSITIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 1}"
1514,"{'sentiment': 'POSITIVE', 'confidence': 1.0}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1515,"{'sentiment': 'NEGATIVE', 'confidence': 1.0}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1516,"{'sentiment': 'POSITIVE', 'confidence': 0.95}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1517,"{'sentiment': 'NEUTRAL', 'confidence': 1.0}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}","{'sentiment': 'NEUTRAL', 'confidence': 0.5}"
1518,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.8}","{'sentiment': 'POSITIVE', 'confidence': 0.8}"
1519,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1520,"{'sentiment': 'POSITIVE', 'confidence': 0.98}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'POSITIVE', 'confidence': 0.95}"
1521,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1522,"{'sentiment': 'NEGATIVE', 'confidence': 0.99}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1523,"{'sentiment': 'NEGATIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.5}"
1524,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
1525,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'NEUTRAL', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.7}"
1526,"{'sentiment': 'NEGATIVE', 'confidence': 0.95}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}","{'sentiment': 'NEGATIVE', 'confidence': 0.75}"
1527,"{'sentiment': 'NEGATIVE', 'confidence': 1}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}","{'sentiment': 'NEGATIVE', 'confidence': 0.6}"
1528,"{'sentiment': 'NEUTRAL', 'confidence': 0.7}","{'sentiment': 'POSITIVE', 'confidence': 0.9}","{'sentiment': 'NEGATIVE', 'confidence': 0.8}"
